entity,date,action_type,summary,dollars_per_AF,total_dollars,acre_feet,platform,doc_url,quote,confidence
Southern Nevada Water Authority,2025-07-16,report,"Board will receive a staff update on Colorado River Basin drought, conservation programs, activities, and water resource acquisition; agenda also authorizes a $17,984,414 construction agreement and $1,000,000 contingency.",,17984414,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=5587,"Receive an update from staff on water resources including, but not limited to, drought conditions in the Colorado River Basin, conservation programs and initiatives",high
Southern Nevada Water Authority,2025-07-16,vote,SNWA Board approved a new 5-year Water Conservation Plan; materials note water use below the 3-year average and that SNWA awarded more than $80 million in grant funding.,,80000000,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=5588,SNWA Board approved a new 5-year Water Conservation Plan,high
Southern Nevada Water Authority,2025-07-17,program,"Board approved staff recommendation to increase turf-conversion rebate rates to $5.00 per square foot for first 10,000 sq ft and $2.50 thereafter.",,,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=5872,FINAL ACTION: Director Diaz made a motion to approve staff’s recommendation. The motion was approved.,high
Southern Nevada Water Authority,2025-09-17,program,"Propose increasing single-family turf conversion rebate from $3.00 to $5.00 per square foot for first 10,000 sq ft, and from $1.50 to $2.50 per square foot thereafter.",,,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=5707,"from $3.00 per square foot to $5.00 per square foot for, the first 10,000 square feet of grass converted to water efficient landscaping, and from $1.50 to $2.50 for every square foot thereafter.",medium
Southern Nevada Water Authority,2025-09-17,program,"Supporting materials describe increasing turf conversion rebate to $5.00 per sq ft for first 10,000 sq ft and $2.50 per sq ft thereafter; includes water use updates.",,,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=5708,"program rebate for single family residential properties from $3.00 per square foot to $5.00 per square foot for, the first 10,000 square feet of grass converted to water efficient landscaping, and from $1.50 to $2.50 for every square foot thereafter.",medium
Southern Nevada Water Authority,2025-09-18,report,"Minutes document review of SNWA 2026 Plan inputs, demand projections, and water resource portfolio including Colorado River partnerships and planning scenarios.",,,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=5951,WATER RESOURCE PORTFOLIO The SNWA’s Resource Portfolio includes resource options ... Colorado River (SNWA) Transfers and Exchanges,high
Southern Nevada Water Authority,2025-11-19,rate,"Wholesale Delivery Charge was $396/AF for FY ended June 30, 2025 and $382/AF for FY2024; non-potable charged $300/AF; agreement allows sublease of 3,000 AF per year.",396,,3000,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=5854,"During the fiscal years ended June 30, 2025 and 2024, the Wholesale Delivery Charge was $396 and $382 per acre-foot (AF) of potable water, respectively.",high
Southern Nevada Water Authority,2025-11-19,vote,Agenda item proposing Board action to adopt the 2026 Water Resource Plan and 2026 Water Budget.,,,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=5853,For Possible Action: Adopt the 2026 Water Resource Plan.,medium
Southern Nevada Water Authority,2025-11-20,agreement,"Board approved staff recommendation to support the Urban Forest Initiative funding, authorizing up to $500,000 to fund the project.",,500000,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=6051,"to help fund the project for an amount not to exceed $500,000.",high
Southern Nevada Water Authority,2026-01-14,agreement,"Approve agreement between Nevada Plants and SNWA to support installation of trees as part of an Urban Forest Initiative, funding up to $500,000.",,500000,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=5931,"to help fund the project for an amount not to exceed $500,000.",medium
Southern Nevada Water Authority,2026-01-14,report,Provide water resources planning materials including demand projections and a resource portfolio featuring desalination and Colorado River transfers and exchanges.,,,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=5932,Desalination & Colorado River Partnerships Southern Nevada Groundwater Bank Colorado River (SNWA) Transfers and Exchanges,high
Southern Nevada Water Authority,2026-01-15,agreement,"Approve and authorize the General Manager to sign First Amendment to Lease Agreement and authorize annual payment not to exceed $128,780.",,,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=6191,"authorize a fair market value payment in an annual amount not to exceed $128,780 for the term of the agreement.",high
Southern Nevada Water Authority,2026-02-18,agreement,"Authorize General Manager to sign agreement for real property use in Garnet Valley and pay a fair market value up to $128,780 annually.",,,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=6032,"authorize a fair market value payment in an annual amount not to exceed $128,780 for the term of the agreement.",high
Southern Nevada Water Authority,2026-02-19,report,"Board minutes record a director comment that Nevada may give up 50,000 acre-feet as part of a negotiated agreement with other Colorado River Basin states.",,,50000,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=6352,"Nevada potentially giving up 50,000 acre-feet of water as part of a negotiated agreement with the other Colorado River Basin states.",high
Southern Nevada Water Authority,2026-04-15,report,Supporting materials include water use update with CRMMS projections and Lake Powell and Lake Mead forecasts presented to the Board.,,,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=6156,LAKE POWELL: CRMMS PROJECTIONS LAKE MEAD: CRMMS PROJECTIONS,high
Southern Nevada Water Authority,2026-05-20,rate,For FY2026-27 SNWA increased the wholesale delivery charge for treated water from $407 to $419 per acre-foot.,419,6600000,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=6312,"For fiscal year 2026-27, the wholesale delivery charge for treated water sold will rise by $12 per acre-foot. This increases the charge from $407 to $419 per acre-foot.",high
Southern Nevada Water Authority,2026-05-20,agreement,Approve agreement assigning a portion of Titanium Metals Corporation's Colorado River water rights to the Authority and setting framework for permanent water service to Titanium Metals within Black Mountain Industrial Complex.,,,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=6311,Approve and authorize the General Manager to sign... an agreement... addressing the assignment of a portion of Titanium Metals Corporation’s Colorado River water rights to the Authority,high
Southern Nevada Water Authority,2026-07-15,agreement,"Ratify interlocal agreement to use SNWA infrastructure to deliver NDOW water; NDOW pays 75% of Wholesale Delivery Charge ($317/AF as of July 1, 2026).",317,,,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=6414,"NDOW will pay 75 percent of the Wholesale Delivery Charge, which will be $317 per acre-foot as of July 1, 2026",high
Southern Nevada Water Authority,2026-07-15,agreement,"Board to approve system conservation implementation agreement creating up to 50,000 acre-feet of System Conservation Water in exchange for $16,250,000 in federal funding.",,16250000,50000,ownsite_snwa,https://www.snwa.com/universal/agenda/getfile.cfml?id=6413,"create up to 50,000 acre-feet of System Conservation Water in exchange for $16,250,000 in federal funding",high
The Metropolitan Water District of Southern California,2023-08-14,agreement,"Authorize GM to enter LRP Agreement with Eastern Municipal Water District for French Valley Recycled Water Distribution Project: 25-year term, 140 AFY contract yield, fixed incentive up to $305/AF over 25 years.",305,,140,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/c23d7ad0-6836-4962-85c3-10ef73eec937.pdf,Fixed incentive of up to $305/AF over 25 years.,high
The Metropolitan Water District of Southern California,2023-10-02,program,"Extend the Metropolitan/Quechan Tribe Seasonal Fallowing Pilot to incentivize fallowing up to $864,000 in 2024, paying $530.61 per irrigable acre; estimated savings ~2 AF per acre, up to 1,600 acres.",,864000,3200,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/57b53111-24bb-4a07-b783-33776a5397df.pdf,the Pilot will continue to incentivize farmers to fallow land ... at $530.61 per irrigable acre in 2024,high
The Metropolitan Water District of Southern California,2023-10-12,agreement,"Authorize the General Manager to enter agreements with Coachella Valley, Imperial Irrigation District, and San Diego County Water Authority to add water to Lake Mead under Reclamation’s LC Conservation Program in 2023.",,,400000,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/593d3af2-5d7e-477c-860b-61780b3bf7de.pdf,enter into agreements to allow water to be added to Lake Mead pursuant to funding provided by the U.S. Bureau of Reclamation’s (Reclamation) LC Conservation Program,high
The Metropolitan Water District of Southern California,2023-11-16,agreement,"Agreements to conserve 351,000 AF of Colorado River system water through fallowing 2023–2026; Reclamation to pay Metropolitan $400/AF for conserved water left in Lake Mead; payments shared with Palo Verde community.",400,,351000,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/9c58980e-c845-46f1-a6fd-7814b0974e3f.pdf,Reclamation would make payments to Metropolitan of $400 per AF of conserved water left in Lake Mead.,high
The Metropolitan Water District of Southern California,2024-02-01,agreement,"Authorize GM to secure one-year water transfers and exchanges with various districts for up to $50 million; cites prior 2022 purchases of 16,223 AF at $800/AF and 3,825 AF at $447/AF.",,50000000,16223,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/f10efd6f-aa95-4f6f-9576-bfd03e0b55a3.pdf,Authorize the General Manager to secure one-year water transfers and water exchanges with various water districts for up to $50 million,high
The Metropolitan Water District of Southern California,2024-02-01,vote,Authorize the General Manager to secure one-year water transfers and exchanges with various districts for up to $50 million from Water Supply Program and State Water Project budgets.,,50000000,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/4160/attachments,Authorize the General Manager to secure one-year water transfers and water exchanges with various water districts for up to $50 million from Water Supply Program and State Water Project budgets,high
The Metropolitan Water District of Southern California,2024-02-15,resolution,Adopt resolution authorizing the General Manager to take fee title to lands purchased by the Conservation Fund in the Palo Verde Valley and convey them to the State for conservation under the Lower Colorado River Multi-Species Conservation Program.,,,,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/04b95dcb-31ef-4b26-9749-d4615b77890c.pdf,Adopt a resolution authorizing the General Manager to take fee title to lands purchased by the Conservation Fund in the Palo Verde Valley,high
The Metropolitan Water District of Southern California,2024-03-14,agreement,"Authorize General Manager to enter Local Resources Program Agreement with Las Virgenes MWD and JPA for PURE Water Project for up to 5,000 AFY; fixed incentive up to $340/AF over 25 years.",340,,5000,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/a1ab5554-5bbd-40c6-b64e-366f3abb7263.pdf,Fixed incentive of up to $340/AF over 25 years.,high
The Metropolitan Water District of Southern California,2024-03-14,program,"Local Resources Program offers incentives of up to $250/AF to expand water recycling and groundwater recovery; 86 projects expected to produce about 363,000 AFY; MWD has provided over $244 million historically.",250,244000000,363000,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/3d189e39-e3eb-4608-a73d-b85a27392e77.pdf,Providing incentives of up to $250 per acre-foot to expand water recycling and groundwater recovery programs.,high
The Metropolitan Water District of Southern California,2024-03-14,agreement,"Authorize GM to enter LRP Agreement with LADWP for Los Angeles Groundwater Replenishment Project for up to 19,500 AFY; Metropolitan's maximum obligation up to $138,937,500 at $475/AF over 15 years.",475,138937500,19500,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/4cca085d-3147-4889-b5a7-5dd1f384cece.pdf,"Metropolitan’s maximum financial obligation would be up to $138,937,500 for a Project yield of 19,500 AFY at $475/AF over 15 years.",high
The Metropolitan Water District of Southern California,2024-06-14,agreement,"Authorize amendment to existing lease with Nish Noroian Farms to increase leased Metropolitan land in Palo Verde Valley from 759 acres to 1,760 acres, with tiered rental rates and incentives including fallowing per PVID program.",,,,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/c86fff3e-a66f-4c5a-b6f9-4fbac7148621.pdf,considerations for purchasing land assigned senior priority Colorado River water supplies and for leasing Metropolitan-owned lands,high
The Metropolitan Water District of Southern California,2024-07-10,agreement,"Metropolitan seeks forbearance to allow Reclamation-CVWD agreements funding reduced groundwater replenishment up to 35,000 AF/year and agricultural conservation 2024–2026 at $400/AF; includes related IID/SDCWA provisions up to 100,000 AF/year.",400,,35000,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/3b870307-2646-47e2-94ac-66549c0e6c79.pdf,"forbearance is needed for an agreement between Reclamation and CVWD to fund a reduction in groundwater replenishment by up to 35,000 acre-feet per year in 2024 and 2025 at $400 per acre-foot.",high
The Metropolitan Water District of Southern California,2024-08-16,agreement,"Proposed one-time option payments to secure first right of refusal for water transfers from Western Canal WD and Richvale ID for 2025–2027; $250,000 each; transfer prices $965/AF (<=20% SWP) and $600/AF (>20%).",,500000,52800,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/b83e2f3f-5735-42e4-a59d-3864970d21d7.pdf,The price for water made available and called is $965 per acre-foot at SWP allocations of 20 percent or less and $600 per acre-foot at SWP allocations greater than 20 percent.,high
The Metropolitan Water District of Southern California,2024-10-09,program,"Authorize GM to enter into Reverse-Cyclic Program agreements to defer deliveries of up to 50,000 AF in 2024 and up to 50,000 AF in 2025, generating new revenues to help achieve $60 million in one-time revenues.",,60000000,100000,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/f33a3d80-1b32-423e-82a2-e3b671f14636.pdf,"defer deliveries of up to 50,000 acre-feet in calendar year 2024 and up to 50,000 acre-feet in calendar year 2025.",high
The Metropolitan Water District of Southern California,2024-11-15,report,Reported on Colorado River System Conservation Agreements showing federal funding and system water creation amounts for Bucket 1 and Bucket 2 projects.,,,,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/e3d73ec3-bd79-4f0d-8397-57446800136c.pdf,"Federal Funding System Water Creation Up to $82 Million Up to $95.81 Million 168,000 Acre-feet 97,296 Acre-feet",high
The Metropolitan Water District of Southern California,2024-11-21,agreement,"Authorize GM to enter into agreements with U.S. Bureau of Reclamation for phase two of the Lower Colorado Conservation Program to implement AVEK HDWB and Turf Replacement, yielding long-term conserved water for Lake Mead.",,58300000,265296,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/ba3a4c29-ceb6-4d94-82f8-3de1f1da52c7.pdf,"create a total of 265,296 acre-feet of conserved water to benefit Lake Mead as system water",high
The Metropolitan Water District of Southern California,2024-12-06,agreement,"Authorize GM to enter into funding agreement with U.S. Bureau of Reclamation under the Lower Colorado Conservation and Efficiency Program to implement phase two DAC Leak Detection and Repair, receiving federal funding and creating conserved water.",,8000000,4000,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/9401c289-7609-4778-8005-2807bace6f70.pdf,"create a total of 4,000 acre-feet of conserved water to benefit Lake Mead",high
The Metropolitan Water District of Southern California,2024-12-23,program,Presentation recommending extension of PVID voluntary five-month fallowing with federal funding to add conserved water to Lake Mead; federal funding at $400/AF.,400,,,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/c3b1401e-21f5-42af-a008-1cf67af9161e.pdf,Federal funding: $400/AF,high
The Metropolitan Water District of Southern California,2025-01-02,agreement,Authorize agreement with Palo Verde Irrigation District; extend PVID fallowing program and receive USBR LC Conservation funding for system conservation water.,400,,351000,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/1e3da293-3000-41d8-8103-4194b987cc86.pdf,All system conservation water under this extension will receive USBR’s payment of $400 per AF,high
The Metropolitan Water District of Southern California,2025-01-15,agreement,"Authorize expansion of Bard Seasonal Fallowing Program to 6,000 acres and amend SCIA; Reclamation to pay $400/AF for conserved CR water left in Lake Mead.",400,,5700,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/f6ebc2f8-455c-4950-bdbf-295805f10dd0.pdf,Reclamation will provide a payment of $400 per AF of conserved water left in Lake Mead.,high
The Metropolitan Water District of Southern California,2025-02-03,agreement,Authorize General Manager to forbear water conserved by two CVWD projects so conserved water can be added to Lake Mead under Reclamation’s LC Conservation Program.,400,,35000,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/880a31b0-952f-4ba9-bff7-a8919d51739f.pdf,"reduction in groundwater replenishment by up to 35,000 acre-feet per year at $400 per acre-foot",high
The Metropolitan Water District of Southern California,2025-02-03,program,"Discussion of Metropolitan fallowing program economics, including replacement value of Colorado River water and historic fallowing payment rates.",400,,,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/09f711c0-cecd-494a-8038-c442bb4db0b9.pdf,Replacement value of CR water $400 per AF IRA Bucket 1 rate = Total value of water savings,high
The Metropolitan Water District of Southern California,2025-04-09,agreement,"Amendment covering exchange of water 2027–2035; Coachella to pay $400 per AF for exchange with options to pre-deliver up to 200,000 AF and deliver 315,000 AF by 2035.",400,,315000,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/8ff2fe8a-3c88-4202-8997-8c4ad9cd0b79.pdf,Coachella will pay a total cost of $400/AF for the exchange.,high
The Metropolitan Water District of Southern California,2025-04-14,program,"Metropolitan established the Palo Verde Valley Community Enhancement Collaborative (CEC) to provide grants to small businesses and community organizations, approved by the Board and established to provide $8 million in grants.",,8000000,,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/c38e9626-1965-4373-a9d3-6ae4808fa441.pdf,Established to provide $8 million in grants,high
The Metropolitan Water District of Southern California,2026-02-11,vote,"Authorize increase to the Van Ness Feldman LLP contract maximum for Colorado River legal advice by $250,000, to a not-to-exceed amount of $500,000.",,500000,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/7545/attachments,"Authorize an increase in the maximum amount payable under contract with Van Ness Feldman, LLP, for legal advice on Colorado River matters by $250,000 to an amount not-to-exceed $500,000",high
The Metropolitan Water District of Southern California,2026-02-23,report,Informational item covering Colorado River Resources activities among other resource and sustainability topics.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/7666/attachments,Colorado River Resources activities,medium
The Metropolitan Water District of Southern California,2026-02-23,report,Report on the Colorado River Board Meeting.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/7696/attachments,Report on the Colorado River Board Meeting,medium
The Metropolitan Water District of Southern California,2026-03-04,report,Update on Basin States discussions regarding Post-2026 Operational Guidelines for the Colorado River.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/7776/attachments,Update on Basin States Discussions Regarding Post-2026 Operational Guidelines,medium
The Metropolitan Water District of Southern California,2026-03-04,report,Report on the Colorado River Board Meeting.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/7784/attachments,Report on the Colorado River Board Meeting,medium
The Metropolitan Water District of Southern California,2026-03-04,report,Public hearing for Metropolitan’s 2025 Urban Water Management Plan and Water Shortage Contingency Plan.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/7775/attachments,Public Hearing for Metropolitan’s 2025 Urban Water Management Plan and Water Shortage Contingency Plan,medium
The Metropolitan Water District of Southern California,2026-03-09,agreement,Provide information on a proposed Memorandum of Understanding to explore interstate transfers and exchanges in the Lower Colorado River Basin.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/7797/attachments,Memorandum of Understanding to explore inter-state transfers and exchanges in the Lower Colorado River Basin,medium
The Metropolitan Water District of Southern California,2026-03-10,report,"Informational item covering Colorado River Resources activities alongside Bay-Delta, Sustainability, and Water Resources Management activities.",,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/7811/attachments,Colorado River Resources activities,medium
The Metropolitan Water District of Southern California,2026-03-11,vote,Adopt Metropolitan's 2025 Urban Water Management Plan and Water Shortage Contingency Plan and corresponding resolutions for submittal to the State of California.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/7854/attachments,Adopt Metropolitan's (1) 2025 Urban Water Management Plan and (2) Water Shortage Contingency Plan and their corresponding resolutions for submittal to the State of California,medium
The Metropolitan Water District of Southern California,2026-04-06,resolution,Metropolitan board to adopt a resolution supporting an application for Proposition 4 SWRCB Water Recycling Funding Program for direct potable reuse testing facility; authorize GM to accept any grant and appropriate awarded funds.,,10000000000,,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/4a0b6321-e4b5-442e-8658-494333a011de.pdf,Adopt a resolution in support of the application for Proposition 4 funding under the State Water Resources Control Board Water Recycling Funding Program,high
The Metropolitan Water District of Southern California,2026-04-06,report,"Engineering, Operations & Technology Committee reviewed the 2026 Colorado River Aqueduct shutdown (Jan. 27–Mar. 1, 34 days) and related activities to ensure operational readiness and risk mitigation.",,,,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/cea2d0fa-91a5-403e-99f4-f9b2a031f67e.pdf,2026 Shutdown: Jan. 27 – Mar. 1 (34 days),high
The Metropolitan Water District of Southern California,2026-04-06,report,Metropolitan reviewed the 2026 Colorado River Aqueduct Shutdown.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/7892/attachments,2026 Colorado River Aqueduct Shutdown Review,high
The Metropolitan Water District of Southern California,2026-04-06,report,"Metropolitan held a closed conference with legal counsel to update on Colorado River negotiations and protection of Metropolitan’s Colorado River water rights, discussing anticipated litigation and whether to initiate litigation.",,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/7911/attachments,Update on Colorado River negotiations and protection of Metropolitan’s Colorado River water rights [Conference with legal counsel – anticipated litigation – deciding whether to initiate litigation,high
The Metropolitan Water District of Southern California,2026-04-06,resolution,Metropolitan proposed adopting a resolution supporting an application for Proposition 4 funding under the State Water Resources Control Board Water Recycling Funding Program for a direct potable reuse testing facility.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/7893/attachments,Adopt a resolution in support of the application for Proposition 4 funding under the State Water Resources Control Board Water Recycling Funding Program for the direct potable reuse testing facility,high
The Metropolitan Water District of Southern California,2026-04-07,report,"Metropolitan listed Colorado River Resources activities alongside Bay-Delta, sustainability, and water resources management activities.",,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/7930/attachments,"Bay-Delta Resources activities Colorado River Resources activities Sustainability, Resilience, and Innovation activities Water Resources Management activities",high
The Metropolitan Water District of Southern California,2026-05-05,report,"Metropolitan provided an overview of the Lower Division States' May 1 Proposal allocating 1.25 MAF/year reductions (AZ 760 TAF, CA 440 TAF, NV 50 TAF) and proposed ICS caps, evaporation charges, and assessments.",,,1250000,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/3f6c28d7-aa7a-4849-9715-9a4c3025442a.pdf,"Lower Basin Reductions 1.25 MAF/year — Arizona, California, Nevada (CY2027–2028) 1.25 MAF per year Arizona 760 TAF 60.8% of total California 440 TAF 35.2% of total Nevada 50 TAF 4.0% of total",high
The Metropolitan Water District of Southern California,2026-05-05,report,Metropolitan reported on the Lower Basin Proposal for Post-2026 Operations.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/7970/attachments,Report on Lower Basin Proposal for Post-2026 Operations. [SUBJECT ADDED on 5/5/2026],high
The Metropolitan Water District of Southern California,2026-05-10,report,"Metropolitan held a closed conference with legal counsel to update on Colorado River negotiations and protection of Metropolitan's Colorado River water rights, considering anticipated litigation and whether to initiate litigation.",,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/8006/attachments,Update on Colorado River negotiations and protection of Metropolitan's Colorado River water rights [Conference with legal counsel—anticipated litigation—deciding whether to initiate litigation,high
The Metropolitan Water District of Southern California,2026-05-10,report,Metropolitan assessed direct potable reuse implementation strategies for the Pure Water Southern California program.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/8007/attachments,Assessment of Direct Potable Reuse Implementation Strategies for Pure Water Southern California,high
The Metropolitan Water District of Southern California,2026-05-11,report,Scheduled report on the Palo Verde Valley Utilization Committee; the item was withdrawn on 6/9/2026.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/8019/attachments,Report on Palo Verde Valley Utilization Committee. [WITHDRAWN on 6/9/2026],medium
The Metropolitan Water District of Southern California,2026-05-11,report,Reported on the Palo Verde Valley Community Enhancement Collaborative grant program and the first round of grants via the Special Committee on Ag and Tribal Partnerships.,,,,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/35228240-abc3-4360-8157-b8bcb4e6ac07.pdf,To provide updates on the CEC grant program and the first round of grant,high
The Metropolitan Water District of Southern California,2026-06-02,report,Provided an update on Colorado River negotiations and protection of Metropolitan's Colorado River water rights in a closed conference with legal counsel regarding anticipated litigation.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/8079/attachments,Update on Colorado River negotiations and protection of Metropolitan's Colorado River water rights [Conference with legal counsel—anticipated litigation—deciding whether to initiate litigation; unknow,high
The Metropolitan Water District of Southern California,2026-06-08,agreement,"Authorize GM to execute one-year amendment to funding agreement supporting Colorado River Board, Six Agency Committee, and CR JPA; authorize payment of Metropolitan’s share up to $1,022,720 for FY 2026/27.",,1022720,,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/861232e7-2d02-4c1d-b6ea-5d5b72149453.pdf,"authorize payment of Metropolitan’s share up to $1,022,720.00 for fiscal year 2026/27",high
The Metropolitan Water District of Southern California,2026-06-08,report,Receive a report on implementation of agreements for Post-2026 Colorado River Operational Guidelines.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/8110/attachments,Report on Agreements Implementation for Post-2026 Colorado River Operational Guidelines,high
The Metropolitan Water District of Southern California,2026-06-08,agreement,"Authorized the General Manager to execute a one-year amendment to a funding agreement supporting the Colorado River Board of California, Six Agency Committee, and Colorado River Joint Powers Authority.",,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/8102/attachments,"Authorize the General Manager to execute a one-year amendment to a funding agreement for support of the Colorado River Board of California, Six Agency Committee, and Colorado River Joint Powers Author",high
The Metropolitan Water District of Southern California,2026-06-08,report,"Presented Basin States discussions: California to take a fixed 440,000 AF annual reduction in 2027 and 2028; Lower Basin total 1.25 MAFY (AZ 760 / CA 440 / NV 50); reductions met by reduced orders or ICS.",,,440000,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/731daba6-4dfd-476d-ae02-c84d8ccbfa6e.pdf,"California takes a fixed 440 TAFY reduction in 2027 and 2028 — met through reduced water orders or ICS, where ICS withdrawal is limited based on Lake Mead elevation.",high
The Metropolitan Water District of Southern California,2026-06-08,report,Provided a report on Basin States discussions regarding operations of Lake Powell and Lake Mead and development of post-2026 negotiations.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/8106/attachments,Report on Basin States Discussions on Colorado River Operations,high
The Metropolitan Water District of Southern California,2026-06-08,report,Provided a report on the Colorado River Board meeting.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/8111/attachments,Report on the Colorado River Board Meeting,high
The Metropolitan Water District of Southern California,2026-06-08,report,Provided an update on Colorado River negotiations and protection of Metropolitan's Colorado River water rights in a conference with legal counsel regarding anticipated litigation.,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/8112/attachments,Update on Colorado River negotiations and protection of Metropolitan's Colorado River water rights [Conference with legal counsel—anticipated litigation—deciding whether to initiate litigation; unknow,high
The Metropolitan Water District of Southern California,2026-06-08,program,"Metropolitan is exploring a Crop Substitution Pilot Program to incentivize low-water-use crops to help California meet 440,000 AF per-year Colorado River reductions in 2027 and 2028.",,,440000,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/a21b30a9-16c5-4208-85dc-f9a2ac38cead.pdf,"Under this proposal, California would reduce its Colorado River water use by 440,000 AF in both 2027 and 2028.",high
The Metropolitan Water District of Southern California,2026-06-08,report,Requested/provided information evaluating crop substitution with Metropolitan's Colorado River agricultural partners (subject added 6/8/2026).,,,,legistar,https://webapi.legistar.com/v1/mwdh2o/matters/8130/attachments,Provide information on the evaluation of crop substitution with Metropolitan's Colorado River agricultural partners. [SUBJECT ADDED on 6/8/2026],high
The Metropolitan Water District of Southern California,2026-06-12,agreement,"Authorized General Manager to enter SCIA with Reclamation to add up to 200,000 AF to Lake Mead in 2026; Reclamation to compensate Metropolitan for conserved water.",325,,200000,legistar,https://mwdh2o.legistar1.com/mwdh2o/attachments/79e80a47-9b72-443a-85d4-d0d8b094fb18.pdf,"add up to 200,000 acre-feet (AF) of Colorado River system water to Lake Mead in 2026. Metropolitan would be compensated at $325 per AF",high
