stakeholder,org_as_stated,date,source_type,position_summary,quote,doc_url,confidence
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2023-08-14,board_agreement,"Authorize GM to enter LRP Agreement with Eastern Municipal Water District for French Valley Recycled Water Distribution Project: 25-year term, 140 AFY contract yield, fixed incentive up to $305/AF over 25 years.",Fixed incentive of up to $305/AF over 25 years.,https://mwdh2o.legistar1.com/mwdh2o/attachments/c23d7ad0-6836-4962-85c3-10ef73eec937.pdf,high
The Metropolitan Water District of Southern California,"The Southern Nevada Water Authority (SNWA), Central Arizona Water Conservation District (CAWCD) and The Metropolitan Water District of Southern California (Metropolitan)",2023-08-15,usbr_post2026_letter,Joint agencies submit comments on the Notice of Intent for Post-2026 operational guidelines and express support for the Basin States' letters; they appreciate the opportunity to comment and engage in the process.,"The Southern Nevada Water Authority (SNWA), Central Arizona Water Conservation District (CAWCD) and The Metropolitan Water District of Southern California (Metropolitan) appreciate the opportunity to comment on the Notice of Intent",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2023-10-02,board_program,"Extend the Metropolitan/Quechan Tribe Seasonal Fallowing Pilot to incentivize fallowing up to $864,000 in 2024, paying $530.61 per irrigable acre; estimated savings ~2 AF per acre, up to 1,600 acres.",the Pilot will continue to incentivize farmers to fallow land ... at $530.61 per irrigable acre in 2024,https://mwdh2o.legistar1.com/mwdh2o/attachments/57b53111-24bb-4a07-b783-33776a5397df.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2023-10-12,board_agreement,"Authorize the General Manager to enter agreements with Coachella Valley, Imperial Irrigation District, and San Diego County Water Authority to add water to Lake Mead under Reclamation’s LC Conservation Program in 2023.",enter into agreements to allow water to be added to Lake Mead pursuant to funding provided by the U.S. Bureau of Reclamation’s (Reclamation) LC Conservation Program,https://mwdh2o.legistar1.com/mwdh2o/attachments/593d3af2-5d7e-477c-860b-61780b3bf7de.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2023-11-16,board_agreement,"Agreements to conserve 351,000 AF of Colorado River system water through fallowing 2023–2026; Reclamation to pay Metropolitan $400/AF for conserved water left in Lake Mead; payments shared with Palo Verde community.",Reclamation would make payments to Metropolitan of $400 per AF of conserved water left in Lake Mead.,https://mwdh2o.legistar1.com/mwdh2o/attachments/9c58980e-c845-46f1-a6fd-7814b0974e3f.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2024-02-01,board_agreement,"Authorize GM to secure one-year water transfers and exchanges with various districts for up to $50 million; cites prior 2022 purchases of 16,223 AF at $800/AF and 3,825 AF at $447/AF.",Authorize the General Manager to secure one-year water transfers and water exchanges with various water districts for up to $50 million,https://mwdh2o.legistar1.com/mwdh2o/attachments/f10efd6f-aa95-4f6f-9576-bfd03e0b55a3.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2024-02-01,board_vote,Authorize the General Manager to secure one-year water transfers and exchanges with various districts for up to $50 million from Water Supply Program and State Water Project budgets.,Authorize the General Manager to secure one-year water transfers and water exchanges with various water districts for up to $50 million from Water Supply Program and State Water Project budgets,https://webapi.legistar.com/v1/mwdh2o/matters/4160/attachments,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2024-02-15,board_resolution,Adopt resolution authorizing the General Manager to take fee title to lands purchased by the Conservation Fund in the Palo Verde Valley and convey them to the State for conservation under the Lower Colorado River Multi-Species Conservation Program.,Adopt a resolution authorizing the General Manager to take fee title to lands purchased by the Conservation Fund in the Palo Verde Valley,https://mwdh2o.legistar1.com/mwdh2o/attachments/04b95dcb-31ef-4b26-9749-d4615b77890c.pdf,high
The Metropolitan Water District of Southern California,"Central Arizona Water Conservation District, Southern Nevada Water Authority, The Metropolitan Water District of Southern California",2024-03-06,usbr_post2026_letter,"The Water Districts support the Lower Basin Alternative and request Reclamation analyze it for Post-2026 operations; they urge collaborative development and fair, equitable sharing of water-use reductions among Lower Basin states and Mexico.",submit this letter in support of the Lower Basin Alternative for the Post-2026 Coordinated Operation of the Colorado River Basin (Lower Basin Alternative).,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/alternatives/2024-03-06_CAWCD-SNWA-Metropolitan-JointLetterinSupportofLowerBasinAlternativeFINAL_508.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2024-03-14,board_agreement,"Authorize General Manager to enter Local Resources Program Agreement with Las Virgenes MWD and JPA for PURE Water Project for up to 5,000 AFY; fixed incentive up to $340/AF over 25 years.",Fixed incentive of up to $340/AF over 25 years.,https://mwdh2o.legistar1.com/mwdh2o/attachments/a1ab5554-5bbd-40c6-b64e-366f3abb7263.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2024-03-14,board_program,"Local Resources Program offers incentives of up to $250/AF to expand water recycling and groundwater recovery; 86 projects expected to produce about 363,000 AFY; MWD has provided over $244 million historically.",Providing incentives of up to $250 per acre-foot to expand water recycling and groundwater recovery programs.,https://mwdh2o.legistar1.com/mwdh2o/attachments/3d189e39-e3eb-4608-a73d-b85a27392e77.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2024-03-14,board_agreement,"Authorize GM to enter LRP Agreement with LADWP for Los Angeles Groundwater Replenishment Project for up to 19,500 AFY; Metropolitan's maximum obligation up to $138,937,500 at $475/AF over 15 years.","Metropolitan’s maximum financial obligation would be up to $138,937,500 for a Project yield of 19,500 AFY at $475/AF over 15 years.",https://mwdh2o.legistar1.com/mwdh2o/attachments/4cca085d-3147-4889-b5a7-5dd1f384cece.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2024-06-14,board_agreement,"Authorize amendment to existing lease with Nish Noroian Farms to increase leased Metropolitan land in Palo Verde Valley from 759 acres to 1,760 acres, with tiered rental rates and incentives including fallowing per PVID program.",considerations for purchasing land assigned senior priority Colorado River water supplies and for leasing Metropolitan-owned lands,https://mwdh2o.legistar1.com/mwdh2o/attachments/c86fff3e-a66f-4c5a-b6f9-4fbac7148621.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2024-07-10,board_agreement,"Metropolitan seeks forbearance to allow Reclamation-CVWD agreements funding reduced groundwater replenishment up to 35,000 AF/year and agricultural conservation 2024–2026 at $400/AF; includes related IID/SDCWA provisions up to 100,000 AF/year.","forbearance is needed for an agreement between Reclamation and CVWD to fund a reduction in groundwater replenishment by up to 35,000 acre-feet per year in 2024 and 2025 at $400 per acre-foot.",https://mwdh2o.legistar1.com/mwdh2o/attachments/3b870307-2646-47e2-94ac-66549c0e6c79.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2024-08-16,board_agreement,"Proposed one-time option payments to secure first right of refusal for water transfers from Western Canal WD and Richvale ID for 2025–2027; $250,000 each; transfer prices $965/AF (<=20% SWP) and $600/AF (>20%).",The price for water made available and called is $965 per acre-foot at SWP allocations of 20 percent or less and $600 per acre-foot at SWP allocations greater than 20 percent.,https://mwdh2o.legistar1.com/mwdh2o/attachments/b83e2f3f-5735-42e4-a59d-3864970d21d7.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2024-10-09,board_program,"Authorize GM to enter into Reverse-Cyclic Program agreements to defer deliveries of up to 50,000 AF in 2024 and up to 50,000 AF in 2025, generating new revenues to help achieve $60 million in one-time revenues.","defer deliveries of up to 50,000 acre-feet in calendar year 2024 and up to 50,000 acre-feet in calendar year 2025.",https://mwdh2o.legistar1.com/mwdh2o/attachments/f33a3d80-1b32-423e-82a2-e3b671f14636.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2024-11-21,board_agreement,"Authorize GM to enter into agreements with U.S. Bureau of Reclamation for phase two of the Lower Colorado Conservation Program to implement AVEK HDWB and Turf Replacement, yielding long-term conserved water for Lake Mead.","create a total of 265,296 acre-feet of conserved water to benefit Lake Mead as system water",https://mwdh2o.legistar1.com/mwdh2o/attachments/ba3a4c29-ceb6-4d94-82f8-3de1f1da52c7.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2024-12-06,board_agreement,"Authorize GM to enter into funding agreement with U.S. Bureau of Reclamation under the Lower Colorado Conservation and Efficiency Program to implement phase two DAC Leak Detection and Repair, receiving federal funding and creating conserved water.","create a total of 4,000 acre-feet of conserved water to benefit Lake Mead",https://mwdh2o.legistar1.com/mwdh2o/attachments/9401c289-7609-4778-8005-2807bace6f70.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2024-12-23,board_program,Presentation recommending extension of PVID voluntary five-month fallowing with federal funding to add conserved water to Lake Mead; federal funding at $400/AF.,Federal funding: $400/AF,https://mwdh2o.legistar1.com/mwdh2o/attachments/c3b1401e-21f5-42af-a008-1cf67af9161e.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2025-01-02,board_agreement,Authorize agreement with Palo Verde Irrigation District; extend PVID fallowing program and receive USBR LC Conservation funding for system conservation water.,All system conservation water under this extension will receive USBR’s payment of $400 per AF,https://mwdh2o.legistar1.com/mwdh2o/attachments/1e3da293-3000-41d8-8103-4194b987cc86.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2025-01-15,board_agreement,"Authorize expansion of Bard Seasonal Fallowing Program to 6,000 acres and amend SCIA; Reclamation to pay $400/AF for conserved CR water left in Lake Mead.",Reclamation will provide a payment of $400 per AF of conserved water left in Lake Mead.,https://mwdh2o.legistar1.com/mwdh2o/attachments/f6ebc2f8-455c-4950-bdbf-295805f10dd0.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2025-02-03,board_agreement,Authorize General Manager to forbear water conserved by two CVWD projects so conserved water can be added to Lake Mead under Reclamation’s LC Conservation Program.,"reduction in groundwater replenishment by up to 35,000 acre-feet per year at $400 per acre-foot",https://mwdh2o.legistar1.com/mwdh2o/attachments/880a31b0-952f-4ba9-bff7-a8919d51739f.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2025-02-03,board_program,"Discussion of Metropolitan fallowing program economics, including replacement value of Colorado River water and historic fallowing payment rates.",Replacement value of CR water $400 per AF IRA Bucket 1 rate = Total value of water savings,https://mwdh2o.legistar1.com/mwdh2o/attachments/09f711c0-cecd-494a-8038-c442bb4db0b9.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2025-04-09,board_agreement,"Amendment covering exchange of water 2027–2035; Coachella to pay $400 per AF for exchange with options to pre-deliver up to 200,000 AF and deliver 315,000 AF by 2035.",Coachella will pay a total cost of $400/AF for the exchange.,https://mwdh2o.legistar1.com/mwdh2o/attachments/8ff2fe8a-3c88-4202-8997-8c4ad9cd0b79.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2025-04-14,board_program,"Metropolitan established the Palo Verde Valley Community Enhancement Collaborative (CEC) to provide grants to small businesses and community organizations, approved by the Board and established to provide $8 million in grants.",Established to provide $8 million in grants,https://mwdh2o.legistar1.com/mwdh2o/attachments/c38e9626-1965-4373-a9d3-6ae4808fa441.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2026-02-11,board_vote,"Authorize increase to the Van Ness Feldman LLP contract maximum for Colorado River legal advice by $250,000, to a not-to-exceed amount of $500,000.","Authorize an increase in the maximum amount payable under contract with Van Ness Feldman, LLP, for legal advice on Colorado River matters by $250,000 to an amount not-to-exceed $500,000",https://webapi.legistar.com/v1/mwdh2o/matters/7545/attachments,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2026-03-09,board_agreement,Provide information on a proposed Memorandum of Understanding to explore interstate transfers and exchanges in the Lower Colorado River Basin.,Memorandum of Understanding to explore inter-state transfers and exchanges in the Lower Colorado River Basin,https://webapi.legistar.com/v1/mwdh2o/matters/7797/attachments,medium
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2026-03-11,board_vote,Adopt Metropolitan's 2025 Urban Water Management Plan and Water Shortage Contingency Plan and corresponding resolutions for submittal to the State of California.,Adopt Metropolitan's (1) 2025 Urban Water Management Plan and (2) Water Shortage Contingency Plan and their corresponding resolutions for submittal to the State of California,https://webapi.legistar.com/v1/mwdh2o/matters/7854/attachments,medium
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2026-04-06,board_resolution,Metropolitan board to adopt a resolution supporting an application for Proposition 4 SWRCB Water Recycling Funding Program for direct potable reuse testing facility; authorize GM to accept any grant and appropriate awarded funds.,Adopt a resolution in support of the application for Proposition 4 funding under the State Water Resources Control Board Water Recycling Funding Program,https://mwdh2o.legistar1.com/mwdh2o/attachments/4a0b6321-e4b5-442e-8658-494333a011de.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2026-04-06,board_resolution,Metropolitan proposed adopting a resolution supporting an application for Proposition 4 funding under the State Water Resources Control Board Water Recycling Funding Program for a direct potable reuse testing facility.,Adopt a resolution in support of the application for Proposition 4 funding under the State Water Resources Control Board Water Recycling Funding Program for the direct potable reuse testing facility,https://webapi.legistar.com/v1/mwdh2o/matters/7893/attachments,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2026-06-08,board_agreement,"Authorize GM to execute one-year amendment to funding agreement supporting Colorado River Board, Six Agency Committee, and CR JPA; authorize payment of Metropolitan’s share up to $1,022,720 for FY 2026/27.","authorize payment of Metropolitan’s share up to $1,022,720.00 for fiscal year 2026/27",https://mwdh2o.legistar1.com/mwdh2o/attachments/861232e7-2d02-4c1d-b6ea-5d5b72149453.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2026-06-08,board_agreement,"Authorized the General Manager to execute a one-year amendment to a funding agreement supporting the Colorado River Board of California, Six Agency Committee, and Colorado River Joint Powers Authority.","Authorize the General Manager to execute a one-year amendment to a funding agreement for support of the Colorado River Board of California, Six Agency Committee, and Colorado River Joint Powers Author",https://webapi.legistar.com/v1/mwdh2o/matters/8102/attachments,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2026-06-08,board_program,"Metropolitan is exploring a Crop Substitution Pilot Program to incentivize low-water-use crops to help California meet 440,000 AF per-year Colorado River reductions in 2027 and 2028.","Under this proposal, California would reduce its Colorado River water use by 440,000 AF in both 2027 and 2028.",https://mwdh2o.legistar1.com/mwdh2o/attachments/a21b30a9-16c5-4208-85dc-f9a2ac38cead.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2026-06-12,board_agreement,"Authorized General Manager to enter SCIA with Reclamation to add up to 200,000 AF to Lake Mead in 2026; Reclamation to compensate Metropolitan for conserved water.","add up to 200,000 acre-feet (AF) of Colorado River system water to Lake Mead in 2026. Metropolitan would be compensated at $325 per AF",https://mwdh2o.legistar1.com/mwdh2o/attachments/79e80a47-9b72-443a-85d4-d0d8b094fb18.pdf,high
The Metropolitan Water District of Southern California,The Metropolitan Water District of Southern California,2026-06-12,board_agreement,Authorize the General Manager to enter into an agreement with the U.S. Bureau of Reclamation to add water to Lake Mead conserved under Metropolitan’s Intentionally Created Surplus Exhibit.,enter into (1) an agreement with the U.S. Bureau of Reclamation to add water to Lake Mead conserved under Metropolitan’s existing Intentionally Created Surplus Exhibit,https://webapi.legistar.com/v1/mwdh2o/matters/8131/attachments,high
The Nature Conservancy,American Rivers Environmental Defense Fund National Audubon Society The Nature Conservancy Theodore Roosevelt Conservation Partnership Trout Unlimited Western Resource Advocates,,usbr_post2026_letter,"Requests comprehensive analysis and stakeholder engagement to inform post-2026 Colorado River operations: analyze conservation costs/benefits in Upper and Lower Basins, impacts on environmental/recreational/hydropower resources, model broad climate, demand and delivery scenarios (including ICS), and create flexible governance.",encouraging the submission and evaluation of information from a diverse range of stakeholders; analyzing the costs and benefits of conservation efforts in the Upper and Lower Basins,https://www.usbr.gov/ColoradoRiverBasin/documents/7d/7DReportcomments_NGOs.pdf,high
The Nature Conservancy,The Nature Conservancy; Western Resource Advocates; Environmental Defense Fund; National Audubon Society; Theodore Roosevelt Conservation Partnership; American Rivers; Trout Unlimited,,usbr_post2026_letter,"Request a transparent, inclusive post-2026 NEPA process that meaningfully engages Tribes, states, conservation stakeholders, and Mexico; incorporates binational and environmental considerations, improved modeling, and flexible, proactive operations to protect communities and ecosystems.","Afford opportunities to work directly with state, Tribal and federal agencies on the NEPA efforts for stakeholders, including the undersigned conservation groups, with a demonstrated commitment and willingness to address the Basin’s water challenges.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_G-K_508.pdf,high
The Nature Conservancy,"National Audubon Society, Western Resource Advocates, Theodore Roosevelt Conservation Partnership, American Rivers, The Nature Conservancy, Environmental Defense Fund, Trout Unlimited",2024-03-29,usbr_post2026_letter,"Conservation NGOs ask Reclamation to include their 'Cooperative Conservation Alternative' in the post-2026 EIS and to evaluate tools such as Dual Indicator operations, stewardship/mitigation targets, and a Conservation Reserve to stabilize storage and protect ecosystems.","We urge Reclamation to incorporate this Alternative into the NEPA process, evaluating its impact and feasibility alongside other alternatives.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/alternatives/2024-03-29_Final_Letter_re_Cooperative_Conservation_508.pdf,high
Tohono O'odham Nation,Tohono O'odham Nation,2020-11-10,usbr_post2026_letter,"Requests immediate review of effectiveness of individual elements of the 2007 Interim Guidelines (notably tribal consultation and technical support), arguing the Draft Report should not attribute success solely to later Drought Contingency Plans.","The Nation requests that a review of the effectiveness of individual elements of the Guidelines be undertaken at once, specifically as it relates tribal consultation and technical support.",https://www.usbr.gov/ColoradoRiverBasin/documents/7d/7DReportcomments_TON.pdf,high
Tohono O'odham Nation,Tohono O’odham Nation,2023-08-11,usbr_post2026_letter,Requests Reclamation prioritize tribal trust responsibility; analyze impacts of Post-2026 guidelines on the Nation’s SAWRSA settlement and federal reserved rights; protect or compensate for CAP delivery shortfalls; address groundwater overdraft risks; and engage in government-to-government consultation.,Reclamation must prioritize the tribal trust responsibility; adequately analyze the impact of any proposed alternatives on both the Nation’s existing water settlement and federal reserved rights; and take measures to protect these assets.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,high
Tohono O'odham Nation,Tohono O’odham Nation,2023-08-11,usbr_post2026_letter,"Requests Reclamation prioritize tribal interests and trust responsibilities: fully analyze and protect Indian Trust Assets (including SAWRSA settlement and unquantified Winters rights), ensure firming obligations and compensation for shortages, and avoid reservoir or shortage strategies that harm tribal water rights.",Reclamation must prioritize the protection of the Nation’s SAWRSA entitlement and the firming resources that supply it,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,high
Tohono O'odham Nation,Tohono O’odham Nation,2023-08-11,usbr_post2026_letter,"Requests Reclamation correct errors in Post-2026 Guidelines analysis, ensure meaningful government-to-government consultation, incorporate tribal views, and consider impacts on Indian agriculture and trust assets.","The Nation applauds Reclamation’s decision to involve Tribes in the development of the Post-2026 Guidelines, and its engagement with the Nation to date, and looks forward to individual government-to-government consultation going forward.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,high
Tohono O'odham Nation,Tohono O'odham Nation,2023-12-08,usbr_post2026_letter,"The Nation asks Reclamation to fully account for settled and unsettled tribal water rights and broaden its Indian Trust Asset analysis, to ensure the Nation's CAP entitlement and deliveries are protected, funded, and not subject to additional involuntary shortages.",Reclamation must account for settled and unsettled Tribal water rights in analyzing the Revised Draft SEIS.,https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Tribes/410_Tohono O’odham Nation_508.pdf,high
Tonto Apache Tribe,Tonto A pache,,usbr_post2026_letter,Requests an additional 130 acre-feet per year for maintenance of a permanent tribal homeland; later the final notice allocated an additional 18 acre-feet.,"The Tribe has requested an additional allocation of 130 acre-feet per year, for maintenance of a permanent tribal homeland.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,medium
Town of Gilbert,gilbert,2023-08-15,usbr_post2026_letter,"Supports and reiterates AMWUA comments; requests Post-2026 operations provide increased flexibility and reliability, use best available science, ensure equitable basin-wide shortage sharing, and involve municipal water providers in collaboration and consultation.","Gilbert appreciates the opportunity to comment on the Post-2026 Colorado River operations and is submitting this letter to support and reiterate the comments made by the Arizona Municipal Water Users Association (AWMUA), of which we are a member.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,high
Tri-County Water Conservancy District,Rio Blanco Water Conservancy District,,usbr_post2026_letter,"Supports using reservoir storage and adding new upper-basin storage to manage drought; calls for sustainable, fair, and equitable post-2026 Colorado River operating principles and focused Lower Basin conservation.","Beyond 2026, operating principles implemented for the Colorado River System must be sustainable, fair, and equitable.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,medium
Tri-County Water Conservancy District,Rio Blanco Water Conservancy District,2023-08-15,usbr_post2026_letter,Raises concern that post‑2026 operational guidelines could impede local water development and harm local economies; urges equal accounting for system water losses and recommends revisiting the Colorado River Storage Project to increase upper basin storage.,The district is concerned the post-2026 operational guides will impact our ability to develop and sustain water supplies within our district boundaries for the benefit of our constituents,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,medium
U.S. Fish and Wildlife Service,the Service,,usbr_post2026_letter,"Requests the EIS analyze water quality and quantity, update ESA baseline and species data, evaluate full geographic scope and effects on listed species and refuges, model hydrology and temperatures, assess conservation measure effectiveness, and ensure refuge water access and infrastructure operability.",The Service supports Reclamation's approach of analyzing some broad themes related to future operational guidelines in this EIS,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_S-Z_508.pdf,high
U.S. Fish and Wildlife Service,U.S. Fish and Wildlife Service,,usbr_post2026_letter,Requests early coordination in the EIS process to accommodate Section 7 and 10(a)(1)(B) permit timelines; maintain LCR MSCP partnership and conservation lands; reexamine baseline conditions and offer assistance throughout the EIS.,Please include the Service as early as possible so that we can provide input and be responsive to time intensive aspects of project requirements.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_S-Z_508.pdf,high
U.S. Fish and Wildlife Service,U.S. Fish and Wildlife Service,,usbr_post2026_letter,Recommends DRO operations remain within suggested Colorado pikeminnow baseflow release targets after summer to avoid substantially reducing nursery habitats and displacing juvenile pikeminnow.,which is why the U.S. Fish and Wildlife Service recommends Operations remain in the suggested pikeminnow baseflow release targets after summer.,https://www.usbr.gov/ColoradoRiverBasin/documents/dcp/DROA/20230517-2023DROAPlan-508-UCRO.pdf,high
U.S. Fish and Wildlife Service,U.S. Fish and Wildlife Service,1980-12-05,usbr_post2026_letter,"Supports a compromise Trinity River release schedule balancing environmental flows and off-basin uses; proposes specific annual release volumes for normal, dry, and critically dry years to maintain fish habitat.","340,000 acre-feet annual fishery release in normal years; 220,000 acre-feet fishery release in dry years; 140,000 acre-feet fishery release in critically dry years.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,high
U.S. Fish and Wildlife Service,U.S. Fish and Wildlife Service,2023-12-11,usbr_post2026_letter,"Requests more analysis and information to ensure ESA and National Wildlife Refuge requirements are met: quantify projected minimum releases (flow rate, timing, duration, stage changes); assess downstream impacts to refuges, Salton Sea water levels, salinity, exposed lakebed, wetlands, and listed species; and revise SEIS accordingly.","The Service requests information on the projected minimum releases for the alternatives, including flow rate, seasonal timing, duration, and related river stage elevation decreases.",https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Government/326_US Fish and Wildlife Service_508.pdf,high
U.S. Fish and Wildlife Service,U.S. Fish and Wildlife Service and National Park Service,2024-04-29,usbr_post2026_letter,"Requests Reclamation integrate NPS and USFWS priority concepts into Post‑2026 EIS alternatives: protect native species and water quality, use combined Powell‑Mead storage, prioritize higher Powell elevations and Powell releases, maintain Lake Mead below 1135' where feasible, mimic natural hydrographs, and retain Upper Basin flexibilities.",A critical aspect of our joint concepts and example operational strategies is the use of combined storage of both reservoirs in determining annual releases and potential shortages.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/alternatives/2024-04-29_Joint_NPS_FWS_Letter_Post_2026_Operational_Strategy_for_Alternative_Development_final_signed_508.pdf,high
Unit B Irrigation and Drainage District,Unit B Irrigation and Drainage District,2023-08-15,usbr_post2026_letter,"Demands an equitable, transparent post-2026 process including all stakeholders; insists plans follow the Law of the River and priority system; calls for ICS reform, prioritization of voluntary compensated conservation, and clarity/certainty for water users.",The Bureau's post-2026 plans and supporting environmental analysis must follow the Law of the River.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_S-Z_508.pdf,high
Upper Colorado River Commission,UPPER COLORADO RIVER COMMISSION,,usbr_post2026_letter,Approves the 2023 Drought Response Operations Plan and (through its commissioners) forwards the final Plan to the Secretary for consideration and approval.,have approved this 2023 Plan and direct the Upper Colorado River Commission to forward this final 2023 Plan to the Secretary for consideration and approval.,https://www.usbr.gov/ColoradoRiverBasin/documents/dcp/DROA/20230517-2023DROAPlan-508-UCRO.pdf,high
Upper Colorado River Commission,Upper Colorado River Commission; Colorado Water Conservation Board,,usbr_post2026_letter,"Requests Reclamation issue the Lower Basin Consumptive Uses and Losses Report 2006-2022, analyze Secretary authorities, ensure post-2026 guidelines are interim, consult on 2000 ISGs modeling and No Action alternative, and involve Basin States and Tribes in processes.",it is imperative that Reclamation issue the Lower Basin Consumptive Uses and Losses Report 2006-2022 at the earliest opportunity.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_A-F_508.pdf,high
Upper Colorado River Commission,"Upper Colorado River Division States of Colorado, New Mexico, Utah , and Wyoming (""Upper Division States""), through the Upper Colorado River Commission (""Commission"")",,usbr_post2026_letter,"Supports adopting and implementing a Drought Response Operations Agreement to minimize Lake Powell declines, maintain hydropower and compact obligations, and coordinate Upper Basin drought response among the Upper Division States.","The Parties intend through this Drought Response Operations Agreement to: 1. Prepare, in advance of drought conditions, drought response operations that will minimize the risk of low water storage conditions at Lake Powell",https://www.usbr.gov/ColoradoRiverBasin/documents/dcp/DroughtContigencyPlansBasinStates-TransmittalLetter-508-DOI.pdf,high
Upper Colorado River Commission,"Upper Colorado River Division States of Colorado, New Mexico, Utah, and Wyoming, Upper Colorado River Commission, Secretary of the Interior",2019-05-20,usbr_post2026_letter,"Parties agree to coordinated drought-response operations using CRSPA Initial Units to prevent Lake Powell falling below 3,525 ft, prioritize Glen Canyon adjustments first, consider all initial units for releases, and ensure recovery of storage while respecting compacts, water rights, and hydropower needs.",The Parties agree to implement their best efforts to coordinate and collaborate on an ongoing basis to achieve the purposes and implement the provisions of this Drought Response Operations Agreement.,https://www.usbr.gov/ColoradoRiverBasin/documents/dcp/final/Attachment-A1-Drought-Response Operations-Agreement-Final.pdf,high
Upper Colorado River Commission,Upper Colorado River Commission,2022-12-01,usbr_post2026_letter,"The Upper Colorado River Commission concurs with Amendment 1 to Exhibit B of the 2022 Drought Response Operations Plan, provided the amendment is implemented consistent with the original Attachment B provisions; it notes uncertainty about 2023 releases and hydrology.","convey to Reclamation their agreement with the proposed amendment, so long as the proposed amendment is implemented consistent with the original provisions of Attachment B of the 2022 Plan.",https://www.usbr.gov/ColoradoRiverBasin/documents/dcp/DROA/12.01.2022-Letter-CommissionerToutonDROA_Amend_508.pdf,high
